Yab,T,X
[-43.63465614],[0],"[-0.71763745 -2.71514454 -0.22729586 -2.82064616 -1.3170705   0.09911113
 -1.46082785 -1.51945904 -2.00495191 -1.26675577]"
[-59.60069976],[0],"[-2.00828818 -1.32262085 -1.46708796 -1.93593183 -2.45275385 -2.13726091
  0.69196128 -1.10516421 -1.40688453 -1.16956348]"
[19.28387916],[1],"[ 0.58736909  1.31663743 -0.1250484   0.85060262  0.11465002  0.04319687
  0.48332739  1.00134422  1.04038536  0.58043076]"
[-41.4330461],[1],"[-1.64483009 -1.80178792 -1.20054996 -2.20877118 -1.76862478 -1.81994337
 -0.42631174 -0.55174185 -2.11519039 -0.86924462]"
[-17.70905095],[0],"[ 0.24431093  1.83651118 -0.63101905 -0.62281856 -1.17415279 -0.06971685
 -0.02546933 -0.48168277 -0.21143356  0.08826799]"
[-23.55095989],[1],"[-1.85808709 -0.82436785 -0.01696449 -1.2922613  -0.41550084 -0.72421918
 -0.92609092 -1.30152234 -1.55937107 -0.86239984]"
[10.35267551],[0],"[ 0.10378173 -0.69645304  0.37542299 -0.63361522  0.88942922 -1.66025564
  0.41473244 -0.23188522  0.23245942 -0.19489792]"
[-17.7125578],[0],"[-0.15305705  0.69199089  0.30452827 -0.46522204  0.58725152  0.11249012
 -2.42378852 -1.26944616  0.1211352  -0.57134301]"
[21.24280486],[0],"[ 0.46971269  0.94777708 -0.02764438  1.92675164  1.03939462  0.15001044
  0.54248585  0.70559994  0.229373    0.49380399]"
[69.33091045],[1],"[2.53585073 1.04111644 1.62034903 1.80548584 1.2326998  1.58667941
 2.01884647 0.88511745 1.18232263 1.58734174]"
[-21.37658926],[0],"[-1.87082761 -0.81095249  0.30163991  0.17868792 -1.7592135  -0.13383543
  1.32942454 -0.57119701  0.35296237 -0.53724762]"
[-3.12459129],[1],"[-0.54047089 -0.45161264  0.12897998  0.69698184  0.04866424 -0.49351411
 -0.51344504  0.10301573 -0.47700513 -0.451195  ]"
[20.53356372],[1],"[-0.28273273  1.80290864  1.33131674  0.68292184 -0.33041847  0.08503552
  0.31677216  0.17011058 -0.37260632  0.30620133]"
[8.4346457],[0],"[ 0.06542272  0.32475664  0.40044967  0.46060649  0.04006131  0.80082494
 -0.12484446  0.12382451 -0.1858326   0.15565411]"
[30.24222467],[1],"[ 0.14182     2.398002    1.39030042  1.42182213 -0.66920823  2.10280139
  0.85521485  0.31918353  0.8972096   0.98021226]"
[-5.03482439],[1],"[ 1.01618079  0.70335288 -0.41295251 -0.73831901 -0.42440186 -0.69720066
  0.16983962 -0.35176329 -0.8999472  -0.15841801]"
[24.33191986],[0],"[-0.18516108  0.66573024  1.06539652 -1.05164236  0.07201518 -0.25813708
  0.68687312  0.44922474 -0.31843737  0.45069065]"
[1.01351881],[0],"[-0.96487199  0.00194474  0.35020412 -1.33821148  0.59686753  0.08738863
  0.0562584  -0.44918388 -0.52470584 -0.60945732]"
[9.1702198],[1],"[ 1.47411607  0.40844533 -0.00966877  0.31133928 -0.15695881 -0.18157843
  0.21416866  0.0416787   0.09709231  0.38215829]"
[-6.77491222],[1],"[-1.36611372  0.29861167 -0.74570877  0.28230502  0.90498013 -0.4362481
 -0.1374612  -0.91772892 -1.37643617 -0.35814099]"
[22.8279674],[1],"[ 0.46520279 -1.15644763  1.38252064 -0.19783044 -0.32197854 -0.59667525
  0.7794726  -0.10439391 -0.35791868  0.22047541]"
[11.26657393],[0],"[ 0.23747558  0.39503588  0.65380755  0.09696167  0.30560225  0.26426124
 -0.4521627   0.34095594 -0.01503282  0.12589146]"
[24.21671363],[1],"[ 0.13205046  0.51465878  0.48198703 -0.6881135   1.15977212  0.37629686
  0.15027766  0.07264708  0.1015116  -0.00668433]"
[0.78433662],[0],"[ 0.69745025  0.21837961  0.5826727   1.83271471 -0.78274108  0.14721212
  0.01728171  0.33877105  0.11593689  0.31908873]"
[8.48248893],[0],"[ 0.4291828   0.45620352 -0.44764278 -0.08141427  0.9432683  -0.05192922
  1.41473382 -0.28257219  0.39986156 -0.19673332]"
[-39.76738609],[1],"[-0.65674977 -1.09919942 -1.82032498 -2.20887963 -0.12254421 -1.70416803
 -1.16082823 -1.22955698 -0.86636366 -1.0277967 ]"
[-30.23324671],[1],"[ 0.89605741 -0.76822967 -0.67272678 -0.80274237 -1.33794339 -0.3687185
  0.2141082  -1.33172548 -1.42008513 -0.76821235]"
[81.38977947],[1],"[ 0.89496107  2.84206146  2.26885886  2.19585054  2.37864508  2.67317703
 -0.07215087  1.71771673  1.10627705  1.48471965]"
[-93.08482462],[0],"[-1.77067148 -2.49744037 -2.57339946 -3.2020726  -2.28203314 -1.87572759
 -2.23130556 -2.04689557 -1.74897088 -1.87297536]"
[-16.15014631],[0],"[ 0.4093052   0.5479726  -0.21418915 -1.28986997 -0.89341946  0.25153194
  0.3711628  -0.89161858 -0.49951753 -0.24800944]"
[-20.90416339],[1],"[ 0.14301212 -0.89941106 -0.33748096 -0.14073503 -0.63767889 -0.10670827
 -0.90794067 -1.15786669  0.13098218 -0.26350692]"
[12.1316913],[1],"[ 0.47698242 -0.09413252  0.25372763  0.50972542  0.0486891  -0.73013164
  1.48898716  0.02541227  0.41780835 -0.13111064]"
[46.49358823],[0],"[1.81727197 1.22299784 0.62188501 1.61099835 1.10370324 1.49087719
 1.10023347 1.43685937 1.67131464 1.23935717]"
[36.77135632],[0],"[0.59152808 0.87648711 0.78320113 0.44044394 0.5413971  0.81324077
 0.70049677 1.16436259 0.53771413 0.95269461]"
[19.71145984],[0],"[1.28185042 0.117502   0.41737359 1.45049107 0.81943244 0.16611425
 0.83535469 0.04947596 1.2119485  0.2945479 ]"
[-33.03751833],[1],"[-0.17795993 -1.16965779 -0.91413784  0.67464503 -0.59221746 -0.71837615
 -0.41832472 -0.87211562 -0.67696959 -0.81551863]"
[4.1385638],[0],"[-0.14439706  0.26772527  0.9567275  -1.1925183  -0.6459154  -0.18245241
  0.17406927 -0.00345981 -0.47489392 -0.20592014]"
[54.79608941],[0],"[2.05403473 2.5043621  1.55305348 1.23940557 0.71144827 1.54447243
 0.95599306 1.32800245 1.62373056 1.47719018]"
[8.84322004],[0],"[-0.38360184 -0.29289288 -0.28248689  1.74994853  0.93805734  1.19681504
  0.08071081  0.21522911  2.42353258  0.31336992]"
[-24.87329495],[1],"[-0.85804068 -1.14676808 -0.43118591  1.62061172 -1.5852006  -0.55321328
 -0.44386422 -0.42705469 -1.05848552  0.19038741]"
[25.58695585],[1],"[ 1.26572931 -0.20017851  0.13147909  0.64263276  0.26233371  0.66883006
  1.47604761  0.05496623 -0.97306814  0.49143285]"
[-25.48336389],[1],"[-0.90644587 -0.08317568 -0.72813371 -0.467671   -1.06998547 -0.59291249
 -0.21093626 -0.93341147 -0.6958373  -0.28337157]"
[-52.32899012],[1],"[-1.12082217 -2.40549376 -1.4942722  -0.99400915 -0.96233902 -1.53388376
 -1.73483347 -1.44098219 -1.61728882 -1.05293367]"
[-0.95455481],[1],"[ 0.34956642 -0.29799807  0.27351698  1.10890252 -0.34968748 -0.25852932
 -0.75411688 -0.13138578  0.78643828  0.21038194]"
[33.26765761],[1],"[ 1.79169253  0.33891278  1.33176845 -0.17614854  0.10368359 -0.22449839
  0.70872236  0.30629827  0.68975725  0.40527664]"
[15.13707758],[1],"[ 1.98876188e+00  8.32555089e-01  7.41208065e-01 -7.98615478e-01
 -8.44215992e-02  9.32468821e-01 -5.70442399e-01 -1.83059276e-03
  7.71801243e-01  1.65867763e-01]"
[42.48103823],[1],"[ 1.15528803 -0.83383903  0.41678174  1.16743938  1.72458422 -0.10384275
  1.38102763  0.70241009  1.19932825  0.6447022 ]"
[-6.86255157],[0],"[-1.46030592 -0.16772764 -0.1651821   0.51169399  0.28316351 -0.95527938
 -0.4275706   0.58214017 -0.10964326 -0.3284665 ]"
[-13.66685225],[0],"[-0.69259955  0.14603361 -0.19670345  0.12227312 -0.95539466  0.14174947
  1.03116461 -0.95317218 -1.05179683  0.02275972]"
[5.00558678],[0],"[ 0.19790786 -0.31429157  0.18284083 -0.55141614  0.63576648 -0.7787458
 -0.79323343  0.08472051 -0.6039958  -0.02149044]"
[0.89785964],[1],"[ 1.08347831 -1.08057682 -0.12043252 -0.73407547  0.0046543  -0.14308796
 -0.76390781 -0.37709429 -0.21930685  0.09105623]"
[-5.04235022],[0],"[-0.78536269 -0.27728293 -0.28375695 -0.23033881  0.11942496  0.46608337
  0.01337676  0.04618826 -0.5135068  -0.24225028]"
[11.56997819],[0],"[0.31782561 0.57596569 0.00748609 0.44807741 0.69695625 0.10266196
 0.02728891 0.30025629 0.60264884 0.36092527]"
[6.38427303],[0],"[ 0.14882193  1.42763719  0.26671416  1.41771776  0.46058558  0.58794775
 -0.34090565  0.19737361  1.28925723  0.23648221]"
[-34.10365563],[1],"[-0.60221584 -1.63466374 -1.65360186 -0.41529406 -0.45078505  0.30616421
 -0.57516346 -1.06332332 -0.24652822 -0.50249596]"
[8.52162103],[0],"[ 0.25836092  0.23065341  0.64901864 -1.63526909 -0.11560961 -0.13741212
  0.13710271  0.05372356 -0.53716593 -0.21489305]"
[35.26763891],[0],"[ 0.62047059  0.26763867  0.42708071 -0.48185327  0.78382794 -0.09716362
  1.36544537  1.22819956  0.48647047  0.50241644]"
[-3.10791968],[1],"[-0.58190258 -0.05526016  0.25296075  1.40450674 -0.65932759 -0.28225646
  0.06477795  0.2490939   0.02383902 -0.08647436]"
[39.51145738],[0],"[2.40209768 1.55751222 1.32920934 0.23320755 0.12195444 1.11628084
 0.76140247 0.85538275 1.30294358 1.02649792]"
[2.70691742],[1],"[ 0.3233945  -0.47108892  0.12680425 -2.0066059  -0.46791488 -0.21857009
  0.35259773  0.13402231 -0.0789167  -0.4003488 ]"
[58.57506446],[0],"[ 0.51873915 -0.26434344  0.65604709  1.00043213  2.10954379  1.39403954
  1.23330137  1.82810393  0.94612469  1.11452359]"
[52.69662143],[0],"[ 0.42063139  0.2905952   2.01919271 -0.75237309  1.49162016  0.39229192
  1.11356313  0.32231892 -0.31726175  0.44325625]"
[-1.64895608],[0],"[-0.36179058  1.35478947  0.06711564  0.352402   -0.69770751 -0.8687307
  0.01756238  0.53688733 -1.63690549  0.12627558]"
[24.8582607],[0],"[ 1.40373426  1.44584552  1.2033862  -1.10482158 -0.27000696 -0.18781656
  1.2700241  -0.0062584   0.03056379  0.40369568]"
[-3.86547921],[1],"[ 0.18360997  0.72205023 -0.86538073 -0.12830236  0.32516633  0.41126693
 -0.18753831 -0.23221623  0.08757532 -0.17776313]"
[31.47420711],[1],"[ 0.03214634  1.44612486  1.01675455 -0.10938717  0.08894404 -0.29085127
 -0.06425074  1.10259836  0.55052044  0.6598756 ]"
[-26.59405062],[1],"[ 0.1397089  -0.05295173 -1.07502126 -1.46232206 -0.23869134 -0.96436111
 -1.184654   -1.25886679 -0.26691482 -0.47546152]"
[-66.51662329],[0],"[-1.51175508 -1.25746904 -0.2206057  -0.51694674 -2.4314231  -2.08236365
 -0.85877486 -1.82710129 -2.38711655 -1.717588  ]"
[4.56226659],[1],"[ 0.93184723 -0.15560399  0.30105192 -1.13820447 -0.77721815  0.00604042
 -0.6781009   0.24529728 -0.15799744  0.23309816]"
[28.349169],[0],"[ 1.63108697  0.35240648  1.50231307  0.77026909  0.02373912  0.22559725
 -0.06059892  0.1377455  -0.16692499  0.69579111]"
[48.16378102],[0],"[ 1.37456398  0.76126344  1.3164902   1.22986657  1.06160377 -0.11116848
  1.14045803  1.48722937 -0.1921544   0.78733288]"
[-27.94927238],[1],"[ 0.2681092  -1.49581147 -0.21216033 -0.4356993  -1.49685275 -0.29034195
 -0.49545495 -0.72826911 -0.85600176 -0.66783088]"
[-14.2062508],[0],"[-1.08331714 -0.86812385 -0.66452272  0.77730782  0.25141568 -0.98705754
 -1.09620478  0.40633179 -0.74827563 -0.26447516]"
[-11.0350979],[1],"[ 0.6027216   0.66300174  0.26107036  2.04786748 -1.3076256  -0.29384667
 -0.40237638  0.49684327  0.19294113 -0.09578581]"
[-39.53209354],[1],"[ 0.96526396 -0.86552194 -0.95974034 -1.20351552 -0.9751856  -0.80460795
 -1.26404131 -1.47109656 -1.52156443 -0.94088261]"
[-19.76765377],[0],"[ 0.6309061  -1.0013074  -0.45660657  0.54360507 -1.00419163  0.09258666
 -0.25538862 -0.69874924 -1.39468697 -0.06350597]"
[-61.72381472],[1],"[-0.50984139 -0.04424156 -2.25287757 -1.0265481  -1.34424525 -1.5892438
 -1.70173133 -1.08448255 -0.79427904 -1.1093863 ]"
[11.09866615],[0],"[ 0.319973    0.59733016  0.71084652 -0.69729708 -0.19123326 -0.06517032
  0.12364869 -0.17554747 -0.17777651  0.40705936]"
[-23.84241713],[1],"[-0.71697847 -1.40542001 -0.39145152 -1.36063127 -1.01234279 -1.08146446
 -1.70186632 -0.64036283  0.2095528  -0.17126313]"
[-18.4048336],[0],"[-0.9279117  -0.36126376 -0.06161052 -1.45612313 -0.75877532 -0.63059325
 -0.60163946 -1.04339152 -1.17059221 -0.10941187]"
[-7.49448697],[0],"[-1.11306967  1.27061669  0.70357407 -2.02639734 -1.21214109 -0.21414457
 -0.23583905  0.14380477 -1.30245681 -0.49528748]"
[14.59928792],[0],"[ 0.49591957  0.26499828  0.60727077  0.99383395 -0.01221238 -0.89912138
  0.63677179  0.42824976 -0.26576031  0.39884423]"
[-65.40683825],[0],"[-1.97278782 -1.48350454 -1.50570629 -2.569595   -1.71059683 -1.14002102
 -1.56933039 -1.71992747 -1.23866917 -1.30374015]"
[7.46546335],[0],"[ 0.00612573  0.63039328  0.43572068  0.31250038  0.49459168  0.92460396
 -0.07509977 -0.71320871 -0.19700513  0.0474955 ]"
[-29.70404645],[0],"[-0.4785995  -1.5904646  -1.2503919  -2.21186561 -0.33892655 -0.99405677
 -0.72651045 -0.93857191 -0.91265271 -0.47535222]"
[-50.6706934],[0],"[-1.0071042  -1.61609106 -1.56997612 -0.22438535 -1.05984321 -0.16528195
 -1.48893524 -0.76402966 -1.32606931 -0.76698071]"
[0.25284982],[1],"[-0.5706137  -0.10393782 -0.10501638  0.19831101  0.47735989 -0.44399832
 -0.31381987 -0.31559724 -0.2116786  -0.04450294]"
[-27.30078469],[1],"[-0.44971675 -0.64273236 -1.46639243 -2.4256743   0.62348026 -1.05197884
 -2.44204082 -0.74013309 -1.62755331 -0.85551478]"
[-2.09551202],[0],"[ 0.80087782 -0.69834876 -0.26144848  0.00098853  0.2204922  -0.04879397
  0.31819193 -0.62326622 -0.34369566 -0.11681309]"
[29.41114151],[1],"[ 0.05121216  0.35835923 -0.47248484  0.176275    1.50387249  1.07131757
  0.54296771  1.00063431  0.15412035  0.24174711]"
[48.49599435],[1],"[0.28948484 0.71702076 0.91109208 0.22741085 1.04506429 0.22351592
 1.85433757 1.22023966 0.84517476 0.54802707]"
[-60.94518363],[0],"[-1.30765661 -1.56794135 -1.09472199 -0.33771488 -1.85661148 -1.21912612
 -0.45755644 -1.03583984 -1.57718869 -1.48601449]"
[36.03933358],[0],"[ 1.83032781e-01  1.29339741e-01  1.33823278e+00 -1.40915941e-03
  1.04067797e+00  1.34294722e+00  1.49438790e+00 -3.96749418e-01
  2.83539847e-01  3.95389721e-01]"
[-11.79949368],[0],"[ 0.18623346 -0.09467246 -0.30743435 -0.66533344 -0.09471579 -0.18519707
 -1.35347668 -0.43733263  0.35091504 -0.00142104]"
[18.13053571],[1],"[ 0.64170459  0.3918597   0.34893753 -0.18338222  1.77932272 -0.00937339
 -0.25120073 -0.93513199  0.3486086  -0.17922959]"
[23.37578399],[0],"[ 0.00840907 -0.19268147  0.46343848 -0.31142002  0.42812471  0.21714576
  1.27172539  0.8062483   0.17920284  0.16552408]"
[-23.17660757],[0],"[-0.89676934  0.10595534 -1.38780886 -2.24436563 -0.25300274 -0.00931543
 -0.68886339 -0.39646555 -0.95597882 -0.37745092]"
[36.0167102],[1],"[0.98868221 0.81731482 0.16112673 0.63436363 1.10035998 2.27991533
 0.74550883 0.80138084 0.23506396 0.69795643]"
[49.18337412],[0],"[ 0.63358162  0.84580934  1.35590139 -0.8081546   0.43214879  1.58739022
  2.08848058  0.66447154  0.96929537  0.97642954]"
[25.04895966],[1],"[1.09339098 0.70129742 0.27853099 1.10613608 0.67953938 0.35538784
 0.94890364 0.72354318 1.06437712 0.27498402]"
[45.59012113],[0],"[2.33639088 1.18454448 1.53669605 0.51026859 0.06092581 1.06351807
 2.11689071 0.76695181 0.2073156  0.76912146]"
[-31.86519441],[0],"[-0.76279167 -1.24504628 -1.23485672  0.44959036  0.66820118 -0.98459772
 -1.27930284 -1.90146888 -0.80394204 -0.38190251]"
[13.6092616],[1],"[ 0.90716635  1.09179917  0.52330259 -0.03066412 -0.48426789 -0.11035154
  0.6350863   0.06431681  0.81030947  0.31017174]"
[35.08004387],[0],"[-0.39530653 -0.01196974  1.20793722  0.03604744  1.16609156  0.16136321
 -0.2082081   1.11896864  0.19691209  0.36411669]"
[25.57326184],[0],"[-0.15256599  2.53902634  0.68294195 -0.22492598  0.73117801  0.92752888
 -0.71492291  0.76509108  1.04676999  0.60519392]"
[-7.90437454],[0],"[-0.04722559  0.03322009  0.82764192 -0.7501664  -1.8770775   0.49562267
 -0.61719438  1.07704644  0.38160608 -0.09185293]"
[11.48412213],[1],"[-0.52567376 -0.44859414 -1.05175106 -0.14244604  1.22168181 -0.47241013
  0.25704168  0.2489207   0.16289448  0.26112197]"
[-37.7184597],[1],"[-0.16635361 -1.62022726 -1.15705605  0.1906734  -0.66423633 -0.47019267
 -1.11136916 -1.19929699 -0.57806577 -0.70048999]"
[-12.94943833],[1],"[-0.64404086 -0.98991393 -0.32382916 -2.43071779 -0.17851652 -0.43471392
 -0.86962321 -0.76866136 -1.25567093 -0.59678534]"
[8.44907367],[1],"[ 0.27037753  0.18998805  0.66625789  0.21617302 -0.45930799  1.21191237
  0.12211115 -0.32870441  0.79039624  0.18589343]"
[11.27227678],[1],"[ 1.04628926  1.05095683  0.10794472 -0.39374288 -0.28846792  0.75834274
  0.56954778  0.23594521  0.50500468  0.19120607]"
[13.66304603],[1],"[-0.12146664  0.96411435 -0.07008488 -0.19196803  1.13830982 -0.21772286
 -0.36597536 -0.33372392 -0.32699357  0.20840439]"
[24.38012908],[0],"[ 0.39616034 -0.36274093  0.8112257   0.46629149  0.13024044  0.76112792
  1.38874714  0.63408483  0.71057787  0.27826645]"
[61.71911635],[0],"[ 1.12389345  0.31568768  2.54725836 -1.30130258  0.56007674  1.25316137
  1.16720338  0.87543455  0.73879473  1.00016942]"
[-26.38613038],[1],"[ 0.06850891 -0.83112749 -0.61732734 -1.73052316 -0.64852264 -0.10011504
 -1.61477896 -0.26952432 -0.56527699 -1.00933665]"
[-0.06934036],[0],"[ 0.04963738  0.70568988  0.82954407 -0.4000567  -0.37405434  0.33437299
 -0.86054134 -0.54910463 -0.03239564  0.12639361]"
[19.58132755],[1],"[-0.45081582 -0.28548334  0.19357886 -1.37979121  0.65374467  0.5625254
 -0.02035078  0.32594236 -1.27498288 -0.02174821]"
[-0.07087575],[1],"[ 0.28502853 -0.46450634  0.89239892  0.4717437  -0.34383307  0.4352242
 -0.97998756 -0.28150116 -0.34845525 -0.18849782]"
[32.07572459],[1],"[ 0.71808517  0.43371944  1.06187301  0.54264516  1.45415684  0.78862286
 -1.15051537  0.2675261   0.24840701  0.41493822]"
[-8.66266398],[1],"[ 0.73355007  0.11027013 -0.24027709  0.4300567  -0.72245197 -0.39896347
 -0.21184142 -0.22494048 -0.2007234  -0.06193545]"
[16.27596192],[1],"[-1.20020162 -0.33266474  0.87127488 -1.87151326  0.51068786  0.6928175
  0.02730276 -0.79044203 -0.78157028 -0.16183267]"
[34.11194925],[1],"[ 0.33400381  1.2356311   0.71134526 -1.75771447  1.50100608  0.07459802
 -0.41914981  0.27965235  0.56973282  0.21968855]"
[-37.84417397],[1],"[-0.54703177 -0.22426549 -1.29249167 -1.95617739 -1.44818717 -1.17718519
 -1.56220923 -0.31534991 -0.15337616 -0.58930194]"
[50.42602144],[0],"[1.95232244 1.06967458 0.45047838 1.66826216 1.59281563 1.88493863
 2.16387583 0.83167122 1.4938467  0.98162845]"
[-2.71385346],[1],"[-1.17120896  0.93216697  0.70964112  1.38599971 -1.04726356  0.8072679
 -0.17195628 -0.20320394 -0.79522911  0.19162254]"
[8.50824029],[1],"[ 0.52193202 -0.22270538  0.67572763  0.46261017 -0.56692475  0.07492183
  0.24574463  0.44101157 -0.17510673  0.06600617]"
[-26.20113419],[0],"[-0.54327821 -0.95604226  0.38750229 -0.41509188 -2.30852152  0.28417569
 -0.80203671 -0.35642915 -0.97136314 -0.10789383]"
[-81.81444929],[0],"[-2.77772505 -2.05920418 -2.3310778  -1.47101302 -2.24214782 -1.79010008
 -1.37833109 -1.01271359 -2.66529744 -1.61790046]"
[45.2240189],[1],"[0.38724036 0.90975397 0.83394467 1.03089417 0.46830286 0.92684869
 2.46607533 0.41241628 0.25919698 0.89120678]"
[33.3494495],[1],"[ 1.08712191  0.39589001  0.46817076  0.73126639 -0.20373116  1.05769333
  2.2677464   1.05632677  1.77318652  0.77307591]"
[-36.3445718],[0],"[-1.10519953 -0.90648755 -0.00418423 -1.2961269  -1.22742252 -1.51121599
 -0.08260634 -0.92965775 -0.14199966 -1.34271875]"
[-10.49049392],[0],"[ 1.42944655  0.30337493 -0.34314544  0.64791444 -0.00798318 -1.03396444
 -0.54536443 -0.54245586 -0.35448068  0.00152287]"
[-2.13205964],[0],"[ 0.91607233  0.45992824  0.43641704  0.52544832 -0.85727364 -1.0338535
  0.27587099  0.28803962  0.0817547  -0.09141249]"
[-37.52780413],[0],"[-2.43954404  0.32874454 -0.9410666  -0.49397295 -0.98519823 -1.07116951
 -0.54742765 -0.56394541 -1.69040352 -0.61764646]"
[43.95828345],[0],"[-8.69289730e-04  3.21782296e-01  8.59050812e-01  1.02189628e+00
  1.31779066e+00  6.30419568e-01  7.99056639e-01  1.77746006e+00
  1.03405458e+00  7.19729727e-01]"
[-64.8875662],[0],"[-1.17561996 -1.08348003 -2.28367702 -2.42197532  0.94328535 -1.9102027
 -3.21229142 -2.47934385 -1.88628003 -1.76252817]"
[-5.56587415],[0],"[-0.66557273  0.09516181 -0.77486524 -1.25554237  0.18575729 -1.11097684
 -0.53683934 -0.33408416  0.32701751  0.37032048]"
[-2.38171201],[1],"[ 0.30322288  0.3807286   0.27579038 -0.44909741 -0.04128107 -0.03594563
  0.22796492 -0.69089651 -0.44892033 -0.53318803]"
[2.39155116],[0],"[-0.56160375 -0.51994395 -0.20525914 -0.53102627 -0.49448704 -0.69851234
  1.67917913 -0.13893768 -0.87277835  0.15552487]"
[-3.71681566],[0],"[ 0.52923264  0.48531257  0.12112117 -0.34753251 -0.18603302  0.11615787
 -0.95565889 -0.75960387  0.33757217  0.29015385]"
[-72.86671041],[0],"[-2.82684559 -1.38782517 -1.02452499 -1.43445119 -2.8823495  -1.93036158
 -1.49122385 -0.65838001 -1.10904782 -1.3259932 ]"
[34.23616213],[0],"[ 1.86505553  1.84092695  0.27702123  0.03283879 -0.19228137  1.18140228
  1.46174681  1.61880194  1.73280929  0.95329569]"
[33.86661137],[1],"[ 0.67987255  0.12663597  0.3007927  -1.32212445  2.13143795 -0.13878219
  0.10457902  0.52317864  0.44516557 -0.12034099]"
[32.12853652],[1],"[-0.51736291  0.72349157  1.01218645  0.67863242  0.80748316 -0.53232572
  1.14537643  0.12976337  0.33372321  0.41406785]"
[-43.69877603],[1],"[-2.35741693 -1.7256994  -0.46923165 -1.98116173 -1.69233613 -0.72307595
 -0.96325894 -0.96531133 -0.67758737 -1.13021964]"
[17.27283502],[1],"[ 1.17927804  0.82077663  1.15078585  1.21207363  0.57363411 -0.02723106
 -0.69808359  0.11938033 -0.21005228 -0.11734764]"
[44.31624879],[1],"[1.33550942 0.76666119 1.02907686 1.54001544 0.13746976 1.01274324
 1.22564595 1.67985384 0.60888674 1.12918512]"
